rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
708,5,"The Bazooka Companies, LLC",unclassified food/bev mfr,,New York,New York,http://www.bazookajoe.com,4.9743145E7,350,Private,"The Bazooka Companies, LLC",311340,"The Bazooka Companies, Llc is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",John Kleinfelter — Vice President Operations Transformation,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
709,5,The French's Food Company LLC,unclassified food/bev mfr,,Springfield,Missouri,http://www.mccormick.com,3.0901236E7,350,Private,"McCormick & Company, Incorporated",311942,"The French's Food Company Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compo",,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
710,5,The Guida-Seibert Dairy Company,unclassified food/bev mfr,,New Britain,Connecticut,http://www.garelickfarms.com,4.4840141E7,275,Private,"Dairy Farmers of America, Inc.",311511,"Guida's tells you up front what they do best: Milk & Ice Cream. And while that's true, the company also distributes other dairy products, fruit juices, and spring water, but milk and ice cream are its",Michael Guida — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
711,5,Tim Hortons Usa Inc.,unclassified food/bev mfr,,Miami,Florida,http://www.timhortons.com,2.8220259E7,170,Private,The TDL Group Corp,445291,Tim Hortons Usa Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.,,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
712,5,"To-Ricos, Ltd",unclassified food/bev mfr,,Aibonito,Puerto Rico,,3.8282162E7,375,Private,Pilgrim's Pride Corporation,311615,"To-Ricos, Ltd is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own account",,2,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
713,5,"Tropical Cheese Industries, LLC",unclassified food/bev mfr,,Perth Amboy,New Jersey,http://www.tropicalcheese.com,1.0438142E8,775,Private,"Tropical Cheese Industries, LLC",311513,"Queso ? Si, Tropical Cheese Industries manufactures specialty dairy products under the Paisano, El Molino Rojoand Tropical brand namesto satisfy the specialty fresh cheese needs of Caribbean and Hispa",Orlando Rodriguez — Chief Operating Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
714,5,True West Beef LLC,unclassified food/bev mfr,,Boise,Idaho,http://www.truewestbeef.com,2.2516754E7,1471,Private,True West Beef LLC,311611,"True West Beef Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on ",,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
715,5,"Tyson Mexican Original, Inc.",unclassified food/bev mfr,,Springdale,Arkansas,http://www.tysonfoods.com,2.5282211E7,76,Private,"Tyson Foods, Inc.",311422,"Tyson Mexican Original, Inc. is primarily engaged in canning specialty products, such as baby foods, nationality specialty foods, and soups, except seafood.",,1,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
716,5,"Tyson Poultry, Inc.",unclassified food/bev mfr,,Springdale,Arkansas,http://www.tysonfoods.com,1.1820417E8,248,Private,"Tyson Foods, Inc.",311615,"Tyson Poultry, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own a",,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
717,5,"WP Beverages, LLC",unclassified food/bev mfr,,Windsor,Wisconsin,http://www.wpbpepsi.com,2.6816885E7,300,Private,"Wis - Pak, Inc.",312111,"Wp Beverages, Llc is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
718,5,"Wellness Pet, LLC",unclassified food/bev mfr,,Burlington,Massachusetts,http://www.wellnesspet.com,9.0552254E7,400,Private,"Wellness Pet, LLC",311111,"Wellness Pet Company is a major player in the premium pet food market, offering natural and science-backed food and treats for dogs and cats worldwide. Its portfolio includes well-known brands such as",Sanjay Singh — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
719,5,"White Oak Pastures, Inc.",unclassified food/bev mfr,,Bluffton,Georgia,http://www.whiteoakpastures.com,2.1846409E7,164,Private,,311615,"White Oak Pastures, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their ",,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
720,5,"Wholestone Farms II, LLC",unclassified food/bev mfr,,Fremont,Nebraska,http://www.wholestonefarms.com,2.4648699E7,106,Private,,311611,"Wholestone Farms Ii, Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be us",,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
721,5,Williams Foods LLC,unclassified food/bev mfr,,Lenexa,Kansas,http://www.williamsfoods.com,3.3961853E7,220,Private,C.H. Guenther & Son LLC,311942,"Williams Foods Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanu",,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
722,4,4C Foods Corp.,unclassified food/bev mfr,,Brooklyn,New York,http://www.4c.com,4.601733E7,157,Private,4C Foods Corp.,311513,"4C Foods Corp. is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes). These esta",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
723,4,"ACH Food Companies, Inc.",unclassified food/bev mfr,,Oakbrook Terrace,Illinois,http://www.achfood.com,4.8038699E8,842,Private,ASSOCIATED BRITISH FOODS PLC,311225,"ACH Food Companies is a leading marketer of core ingredients long-valued by those who cook with care. The company manufactures and sells a variety of cooking oils and other food ingredients, such as c",Allan Langley — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
724,4,ADM Milling Co.,unclassified food/bev mfr,,Decatur,Illinois,http://www.adm.com,5.1006113E8,1500,Private,Archer-Daniels-Midland Company,311211,"Adm Milling Co. is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific purposes.",Loren Urquhart — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
725,4,"ADVANCEPIERRE FOODS HOLDINGS, INC.",unclassified food/bev mfr,,West Chester,Ohio,http://www.advancefoodcompany.com,9.336767E8,4500,Private,"Tyson Foods, Inc.",311991,"Advancepierre Foods Holdings, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening ",Tom Corrick — Group Vice President Process Division Food Service,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,,
726,4,Admiral Beverage Corporation,unclassified food/bev mfr,,Worland,Wyoming,http://www.admiralbeverage.com,3.048595E8,815,Private,Admiral Beverage Corporation,312111,Admiral Beverage Corporation is primarily engaged in manufacturing soft drinks and carbonated waters.,Keith Hartnett — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
727,4,"AdvancePierre Foods, Inc.",unclassified food/bev mfr,,West Chester,Ohio,http://www.advancepierrefood.com,6.1244574E8,4085,Private,"ADVANCEPIERRE FOODS HOLDINGS, INC.",311612,"Advancepierre Foods Holdings, Inc. is a nationally recognized supplier of value-added proteins and sandwich products to foodservice, retail, schools and convenience channels across the United States. ",Robert Vidican — Principal,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,,
728,4,Agropur Inc.,unclassified food/bev mfr,,Appleton,Wisconsin,http://www.agropur.com,3.6275858E8,319,Private,Agropur Cooperative,311513,"Agropur Inc. is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes). These establ",Bill Diedrich — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
729,4,"Albanese Confectionery Group, Inc.",unclassified food/bev mfr,,Merrillville,Indiana,http://www.albanesecandy.com,1.2044714E8,900,Private,"Albanese Confectionery Group, Inc.",311340,"Albanese Confectionery Group, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",Bethany Albanese — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
730,4,"Alfred Nickles Bakery, Inc.",unclassified food/bev mfr,,Navarre,Ohio,http://www.nicklesbakery.com,8.9606415E7,1600,Private,"Alfred Nickles Bakery, Inc.",445291,"One of the largest independently owned bakeries in the US, Alfred Nickles Bakery manufactures and distributes a variety of baked goods. Its products include breads, buns, cakes, donuts, and pastries. ",Christine Gardner — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
731,4,"AmeriQual Group, LLC",unclassified food/bev mfr,,Evansville,Indiana,http://www.ameriqual.com,2.5389201E8,690,Private,Ameriqual Group Holdings LLC,311991,"Ameriqual Group, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pea",John Knapp — Executive Vice President Marketing Business Development,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
732,4,American Beverage Corporation,unclassified food/bev mfr,,Verona,Pennsylvania,http://www.americanbeverage.org,9.1108299E7,550,Private,Harvest Hill Beverage Company,311421,"American Beverage Corporation (ABC) keeps American consumers well supplied with beverages of their choice. The company is a manufacturer and marketer of ready-to-drink cocktails, non-alcoholic cocktai",Kevin Keane — Executive Vice President Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
733,4,"American Beverage Crafts, LLC",unclassified food/bev mfr,,Atlanta,Georgia,,5.7677808E8,974,Private,"Tilray Brands, Inc.",312111,"American Beverage Crafts, Llc is primarily engaged in manufacturing soft drinks and carbonated waters.",Paul Mulligan — Founder Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
734,4,American Italian Pasta Company,unclassified food/bev mfr,,Excelsior Springs,Missouri,http://treehousefoods2023rb.q4web.com,9.9277252E7,243,Private,"Winland Foods, Inc.",311999,"American Italian Pasta Company (AIPC) uses its noodle in many ways. The company is one of the biggest makers of dry pasta in North America, by volume, offering some 300 different pasta shapes and 3,10",Kristy Waterman — Vice President General Counsel Corporate Secretary,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
735,4,"Amy's Kitchen, Inc.",unclassified food/bev mfr,,Petaluma,California,http://www.amys.com,4.664068E8,860,Private,"Amy's Kitchen, Inc.",311412,"Amy's Kitchen, Inc. is a family-owned and privately held company specializing in organic and vegetarian prepared foods. Based in Petaluma, California, it is a leading manufacturer in its sector, produ",Leanne Molter — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
736,4,Anita's Mexican Foods Corp.,unclassified food/bev mfr,,San Bernardino,California,http://www.anitasmfc.com,4.9192329E7,350,Private,Anita's Mexican Foods Corp.,311919,"Anita's Mexican Foods Corp. is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",Ricardo Alvarez — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
737,4,"Annie's, Inc.",unclassified food/bev mfr,,Berkeley,California,http://www.annies.com,2.2712292E7,169,Private,"General Mills, Inc.",311999,"While doing what it loves, Annie's also wouldn't mind taking a bite out of Kraft's business. An organic and natural food producer, Annie's makes about 145 products consisting of pastas, cereals, dress",Angelia Christensen — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
738,4,"Arcobasso Foods, Inc.",unclassified food/bev mfr,,Hazelwood,Missouri,,2.2071297E7,90,Private,"Golding Farms Foods, Inc.",311941,"Arcobasso Foods, Inc. is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",Amanda Maretta — Vice President Of Culinary And Business Development,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
739,4,"Ardent Mills, LLC",unclassified food/bev mfr,,Denver,Colorado,http://www.ardentmills.com,3.4166397E8,1030,Private,"Ardent Mills, LLC",311211,Horizon Milling is a leading producer of durum and semolina wheat flours with about 20 production facilities throughout the US and in Canada.The companymakes bakery flours and other specialty products,John Barton — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
740,4,"Arizona Canning Company, LLC",unclassified food/bev mfr,,Tucson,Arizona,http://www.faribaultfoods.com,3.4759548E7,150,Private,"La Costena USA, Inc.",311421,"Arizona Canning Company, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserv",Gary Kindseth — Executive Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
741,4,"Atlantic Bottling Company, LLC",unclassified food/bev mfr,,Atlantic,Iowa,http://www.atlanticbottling.com,3.9965832E7,800,Private,"Atlantic Bottling Company, LLC",312111,"Atlantic Bottling Company, Llc is primarily engaged in manufacturing soft drinks and carbonated waters.",Kristine Martins — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
742,4,Austin Coca-Cola Bottling Company,unclassified food/bev mfr,,San Antonio,Texas,http://www.cocacolaswb.com,5.06987E7,2000,Private,Austin Coca-Cola Bottling Company,312111,Austin Coca-Cola Bottling Company is primarily engaged in manufacturing soft drinks and carbonated waters.,Joshua Chiem — Principal Tax Accountant,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
743,4,"Azteca Milling, L.P.",unclassified food/bev mfr,,Irving,Texas,http://www.gruma.com,7.1333305E7,403,Partnership,Gruma Corporation,311211,"Azteca Milling, L.P. is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific purpos",Barry Runyon — Chief Operating Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
744,4,"BAKE-N-JOY FOODS, INC.",unclassified food/bev mfr,,North Andover,Massachusetts,http://www.bakenjoy.com,4.6993679E7,140,Private,"BAKE-N-JOY FOODS, INC.",311813,"Bake'n Joy Foods is a leading manufacturer of top quality bakery products. It manufactures frozen batters, pre-deposited batters, cookies, dry mixes, Boston Coffee Cakes, and dry mixes for the baking ",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
745,4,BLOMMER CHOCOLATE COMPANY,unclassified food/bev mfr,,Chicago,Illinois,http://www.blommer.com,3.1788239E8,358,Private,"FUJI OIL CO., LTD.",311351,"Blommer Chocolate Company is primarily engaged in shelling, roasting, and grinding cacao beans for the purpose of making chocolate liquor, from which cocoa powder and cocoa butter are derived, and in ",Neal Murphy — Vice President And Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
746,4,"Baird's, Mrs Bakeries Business Trust",unclassified food/bev mfr,,Fort Worth,Texas,http://www.mrsbairds.com,3.5547234E7,3400,Private,"Baird's, Mrs Bakeries Business Trust",445291,"Baird's, Mrs Bakeries Business Trust is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",Juan Muldoon — President,2,0,,,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit",not contacted,,,
747,4,"Baker Commodities, Inc.",unclassified food/bev mfr,,Vernon,California,http://www.bakercommodities.com,1.5362849E8,700,Private,"Baker Commodities, Inc.",311613,"This Baker is somewhere between a butcher and a candlestick maker. Baker Commoditiesis a rendering company that takes unused animal byproducts from meat processing plants, supermarkets, restaurants, a",Zewdie Birzo — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
748,4,Bar-S Foods Co.,unclassified food/bev mfr,,Scottsdale,Arizona,http://www.bar-s.com,4.9185541E8,1600,Private,SIGMA ALIMENTOS EXTERIOR SLU,311612,"When it comes to selling hot dogs, Bar-S Foods is serious about being top dog. The company manufactures hot dogs, corn dogs, bacon, lunch meat, smoked sausage, and hot links primarily under the Bar-S ",Robert Kopriva — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
749,4,"Barber Foods, LLC",unclassified food/bev mfr,,Portland,Maine,http://www.barberfoods.com,2.197271E7,653,Private,"AdvancePierre Foods, Inc.",311615,"Barber Foods doesn't produce mullets, Mohawks, or crew cuts. It specializes in developing and producing meal-sized portions of chicken. The company offers some 500 value-added poultry products, includ",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
750,4,"Bartels Packing, Inc.",unclassified food/bev mfr,,Eugene,Oregon,http://www.bartelsnw.com,9.7277206E7,161,Private,"Bartels Packing, Inc.",311611,"Bartels Packing, Inc. is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used ",Christopher Bartels — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
751,4,Beam Global Spirits & Wine LLC,unclassified food/bev mfr,,Chicago,Illinois,http://www.beamsuntory.com,3.7210178E8,1789,Private,Suntory Global Spirits Inc.,312140,"Beam Global Spirits & Wine Llc is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing liquors",Drew Hester — North America Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
752,4,"Bell-Carter Olive Packing Company, Inc.",unclassified food/bev mfr,,Walnut Creek,California,http://www.bellcarter.com,9.3972099E7,450,Private,"Bell-Carter Olive Packing Company, Inc.",311421,"Founded in 1912, Bell-Carter Foods is the largest table olive producer in the US and the second largest in the world. The California company manufactures and markets canned and jarred black and green ",Paul Adcock — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
753,4,"Ben & Jerry's Homemade, Inc.",unclassified food/bev mfr,,South Burlington,Vermont,http://www.benjerry.com,4.7825607E7,841,Private,UNILEVER PLC,311520,"Not yet ready for a scoop of Dulce Delish? Don't worry, Ben & Jerry's is still Ben & Jerry's Homemade: a top maker of super-premium ice cream (along with rival Nestl's Hagen-Dazs). Founded in 1978, th",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
754,4,"Bernatello's Pizza, Inc.",unclassified food/bev mfr,,Maple Lake,Minnesota,http://www.bernatellos.com,1.1279572E8,470,Private,"Bernatello's Pizza, Inc.",311412,"This company feeds your frozen pizza amore, Bernatello's Pizza is a leading frozen-pizza maker in the US's Northeast, Midwest, and Rocky Mountain regions,marketing its pies under the Bernatello's and ",Jayme Woehl — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
755,4,"BestCo Holdings, Inc.",unclassified food/bev mfr,,Mooresville,North Carolina,http://www.thetrinkogroup.com,2.3168056E7,424,Private,,311340,"Bestco Holdings, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",Tim Condron — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
756,4,"Better Nutritionals, LLC",unclassified food/bev mfr,,Norco,California,,2.5960918E7,960,Private,"Better Nutritionals, LLC",311514,"Better Nutritionals, Llc is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice mil",Paul Anton — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
757,4,"Big Heart Pet Brands, Inc.",unclassified food/bev mfr,,San Francisco,California,,4.2639285E8,2500,Private,The J. M. Smucker Company,311111,"If you are feeding your pet anything other than table scraps, you've likely come across Big Heart Pet Brands. Formerly Del Monte Corporation, the company is the leading provider of branded pet food an",Robert Ferguson — senior vice president supply chain,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
758,4,Biscomerica Corp.,unclassified food/bev mfr,,Rialto,California,http://www.biscomericacorp.com,4.3858788E7,252,Private,,311821,"Biscomerica Corp. is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Ayad Fargo — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
759,4,"Bodeans Wafer Company, LLC",unclassified food/bev mfr,,Le Mars,Iowa,http://www.bodeansbaking.com,2.2047075E7,121,Private,"BoDeans Baking Holding Company, LLC",311821,"Bodeans Wafer Company, Llc is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",Scott Kalmanek — Vice President,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit",not contacted,,,
760,4,"Bowman Andros Products, LLC",unclassified food/bev mfr,,Mount Jackson,Virginia,http://www.androsna.com,1.9718852E8,500,Private,ANDROS,311421,"Bowman Andros Products, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserve",THIERRY Jean — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
761,4,"Branch Properties, Inc.",unclassified food/bev mfr,,Ocala,Florida,http://www.seminolefeed.com,2.560622E7,97,Private,"Branch Properties, Inc.",311119,"Branch Properties, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and li",Richard De Simone — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
762,4,"Bridgetown Natural Foods, LLC",unclassified food/bev mfr,,Portland,Oregon,http://www.bridgetownnaturalfoods.com,1.124958E8,425,Private,"Bridgetown Natural Foods, LLC",311340,"Bridgetown Natural Foods, Llc is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",Kelly Klock — Founder,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
763,4,"Brill, Inc.",unclassified food/bev mfr,,Tucker,Georgia,http://www.risebakingcompany.com,5.0034821E7,1500,Private,"Rise Baking Company, LLC",311812,"Brill, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Chris McCammon — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
764,4,"Brown Packing Co., Inc.",unclassified food/bev mfr,,Gaffney,South Carolina,http://www.brownpacking.com,4.5E8,575,Private,,311611,"Brown Packing Co., Inc. is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be use",James Brown — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
765,4,"Bruegger's Enterprises, Inc.",unclassified food/bev mfr,,Lakewood,Colorado,http://www.brueggers.com,3.877383E7,2400,Private,Coffee & Bagel Brands,445291,"Bruegger's Enterprises operates and franchises about 180 locations in around 20 states nationwide. The eateries feature fresh, New York-style bagels that are kettle-boiled and available in a variety o",Scott Berkman — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
766,4,"Burnette Foods, Inc.",unclassified food/bev mfr,,Elk Rapids,Michigan,http://www.burnettefoods.com,1.5E8,430,Private,"Burnette Foods, Inc.",311421,"Burnette Foods, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jams",William Sherman — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
767,4,Bush Brothers & Company,unclassified food/bev mfr,,Knoxville,Tennessee,http://www.bushbeans.com,1.0008308E8,650,Private,Bush Brothers & Company,311421,Bush Brothers & Company is a family-owned food processing company best known for its Bush's Best brand canned baked beans. The company manufactures and distributes a wide variety of bean products and ,Al Williams — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
768,4,C.H. Guenther & Son LLC,unclassified food/bev mfr,,San Antonio,Texas,http://www.chg.com,8.5401709E8,3650,Private,C.H. Guenther & Son LLC,311211,"Business is a grind for C.H. Guenther & Son; the flour mill produces the Pioneer brand of pancake, biscuit and gravy mixes, as well as the White Wings, Peter Pan, and Morrison brand name flours, torti",Rod Hepponstall — President Chief Executive Officer Board Member,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large,not contacted,,,
769,4,"CIRKUL, INC.",unclassified food/bev mfr,,Tampa,Florida,http://www.drinkcirkul.com,1.051348E8,614,Private,"CIRKUL, INC.",311930,"Cirkul, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drinks, and",J Getman — Chief Financial Officer Interim,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
770,4,"CJ Foodville USA, Inc.",unclassified food/bev mfr,,Buena Park,California,http://cj.net,3.178697E7,200,Private,"CJ Foodville USA, Inc.",311812,"Cj Foodville Usa, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Demian Kim — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
