segment,company_name,description,city,state,revenue_estimate,employees,key_person_1_name,key_person_1_title,key_person_1_email,key_person_1_phone,key_person_2_name,key_person_2_title,key_person_2_email,key_person_2_phone,website,source_urls
wet-frozen-supplements,INW Capstone Nutrition,"Full-service supplement developer/manufacturer (capsules, tablets, powders) founded 1989; formerly PE-owned (Brightstar Capital), acquired by INW platform June 2021",Ogden,UT,,~381 (2019),,,,,,,,,https://www.inwmfg.com/network/capstone-nutrition/,https://www.inwmfg.com/network/capstone-nutrition/;https://www.ogdenweberchamber.com/innovations-in-nutrition-wellness-acquires-capstone-nutrition/;https://www.nutraingredients.com/Article/2019/09/04/Private-equity-deal-shows-interest-in-contract-manufacturing-remains-high/
wet-frozen-supplements,Makers Nutrition,"Full-service supplement contract manufacturer founded 2014: manufacturing, packaging, label design, fulfillment; locations in Hauppauge and Commack NY",Hauppauge,NY,,,Jason Provenzano,Founder; President & CEO,,,,,,,https://www.makersnutrition.com,https://www.prweb.com/releases/jason_provenzano_joins_makers_nutrition_llc_as_president_and_ceo/prweb15190632.htm;https://www.bbb.org/us/ny/hauppauge/profile/contract-manufacturing/makers-nutrition-llc-0121-87159750/addressId/276200
wet-frozen-supplements,GMB Specialty Foods,"Small specialty-food co-packer/manufacturer (flavored olive oils, BBQ sauces, salsas); in specialty foods since 1973; listed in Specialty Food Co-Packers directory",San Juan Capistrano,CA,,~4-5,Greg Bloom,Founder & CEO,,,,,,,https://www.gmbfoods.com,https://www.gmbfoods.com/;https://www.zoominfo.com/c/gmb-specialty-foods-llc/356780261;https://www.linkedin.com/in/greg-m-bloom-75747314/
wet-frozen-supplements,Paris Brothers,"Family-owned Kansas City specialty foods company founded 1983; co-packing, private labeling, automated bottling and supply-chain services; distributes 3,500+ food items",Kansas City,MO,,~93 (RocketReach est.),Joe Paris,Co-founder,,,,,,,https://parisbrothers.com,https://parisbrothers.com/;https://rocketreach.co/paris-brothers-inc-profile_b5ccc854f42e0af5;https://www.comanufacturers.com/products/paris-brothers-inc-comanufacturer-profile
wet-frozen-supplements,El Pinto Foods (El Pinto Co-Packing),"Family-owned New Mexico salsa/chile sauce manufacturer and co-packer attached to the El Pinto restaurant (est. 1962); 35,000 sq ft plant, capacity 20M jars/yr; SQF certified hot-fill",Albuquerque,NM,,,Jim Thomas,Co-owner,,,John Thomas,Co-owner,,,https://elpintocopacking.com,https://elpintocopacking.com/pages/about-us;https://www.tripadvisor.com/Restaurant_Review-g60933-d386995-Reviews-El_Pinto-Albuquerque_New_Mexico.html
wet-frozen-supplements,Craft Cannery,"Owner-operated SQF-certified co-packer (sauces, salsas, dressings; ~90 local products); no minimum order quantities; bought 2020 by Guglielmo Sauce owner; $1.5M expansion 2024",Bergen,NY,,"~10+ (grew from 3 to 10 in first six months, 2020)",Paul Guglielmo,CEO & Owner,,,Tom Riggio,Co-Owner,,,https://www.craftcannery.com,https://www.craftcannery.com/team;https://westsidenewsny.com/features/2024-04-14/craft-cannery-breaks-ground-on-1-5-million-expansion-at-bergen-plant/;https://nextcorps.org/guglielmos-secret-ingredient-helping-entrepreneurs-thrive/
wet-frozen-supplements,Ripon Pickle Co.,"Family- and locally-owned since 1971; commercial contract manufacturing of pickled vegetables, relishes and custom brines; kosher certified",Ripon,WI,,~7 (ZoomInfo),,,,,,,,,https://riponpickle.com,https://riponpickle.com/about;https://www.zoominfo.com/c/ripon-pickle-co/359051956
wet-frozen-supplements,Dutch Treat Foods,"Second-generation family-owned (founded 1985) fresh food manufacturer: potato/pasta salads, dips, hummus, salsa, sides for Midwest customers",Zeeland,MI,,~14 (ZoomInfo),Scott Brookens,President,,,,,,,https://www.dutchtreatfoods.com,https://www.dutchtreatfoods.com/;https://www.zoominfo.com/c/dutch-treat-foods/348529149;https://www.linkedin.com/in/scottbrookens/
wet-frozen-supplements,Ron's Home Style Foods,"Family-owned since 1985; freshly prepared home-style deli salads, dips, frozen sides and entrees under USDA/FDA inspection; co-packing and private label",Houston,TX,$15.5M (RocketReach est. 2025),~51 (2025),Steve Woodall,President,,,Brandon Woodall,Vice President,,,https://ronsfoods.com,https://ronsfoods.com/;https://rocketreach.co/rons-home-style-foods-profile_b5ee1c6af42e74e6;https://www.linkedin.com/in/brandon-woodall-08625930/
wet-frozen-supplements,Ameripack Foods,"Private-label/custom-brand co-packer of ready-to-cook fresh and frozen foods; USDA & FDA certified, SQF/GFSI audited; 57,000 sq ft plant; clients include HEB, Kroger, Sysco, US Foods",Hughes Springs,TX,,51-250 (ZoomInfo),,,,,,,,,https://ameripackfoods.com,https://ameripackfoods.com/;https://www.zoominfo.com/c/ameripack-foods-llc/367093757;https://www.fsis.usda.gov/inspection/fsis-inspected-establishments/ameripack-foods-llc
wet-frozen-supplements,Don's Prepared Foods,"Family-operated (founded 1970 by Donald Skloff) refrigerated deli salads, cream cheese spreads, dips and entrees; 55,000 sq ft plant; private-label development for supermarkets and foodservice",Schwenksville,PA,$25.7M (RocketReach est. 2025),,Victor Skloff,CEO & President,,,,,,,https://donspreparedfoods.com,https://donspreparedfoods.com/;https://copackconnect.com/parking-spaces/dons-prepared-foods/;https://rocketreach.co/dons-prepared-foods-profile_b58b6f74f6788365
wet-frozen-supplements,Kaiser Pickles,"Third-generation family-owned (est. 1920) pickle, pepper and relish producer; 90M+ lbs/yr; supplies foodservice and co-pack customers",Cincinnati,OH,,~150,Kim Speed,President,,,David M. Kaiser,Chairman,,,https://www.kaiserpickles.com,https://www.kaiserpickles.com/;https://www.owler.com/company/kaiserpickles;https://www.zoominfo.com/c/kaiser-pickles-llc/347252979
wet-frozen-supplements,Dillman Farm,"Family-owned since 1970; private-label jams, jellies, preserves, fruit butters, mustards, dressings and BBQ sauces with low minimums; kosher-certified facility",Bloomington,IN,,,,,,,,,,,https://dillmanfarm.com,https://dillmanfarm.com/pages/private-label-jams-jellies-preserves;https://dillmanfarm.com/pages/private-labeling
wet-frozen-supplements,Cedarlane Foods,Founder-led (est. 1981) manufacturer/co-manufacturer of frozen and refrigerated prepared foods incl. HPP; produces for outside brands (e.g. Planet Based Foods),Carson,CA,$124.1M (Buzzfile est.),~100 local / ~720 total (Buzzfile est.),Robert Atallah,Founder & CEO,,,,,,,https://www.cedarlanefoods.com,"https://voyagela.com/interview/meet-robert-atallah-cedarlane-foods-carson/;https://www.buzzfile.com/business/Cedarlane-Natural-Foods,-Inc.-310-886-7720;https://www.prnewswire.com/news-releases/planet-based-foods-announces-new-manufacturing-partner-cedarlane-301662920.html"
wet-frozen-supplements,Calpack Foods,"Fresh food/beverage co-packer (bottling, pouching, cupping) with integrated HPP via sister company HPP Food Services",Torrance,CA,,,Susan Ricci,CEO (also CEO of HPP Food Services),,,,,,,http://www.calpackfoods.com,https://www.hiperbaric.com/en/hpp-food-services/;https://www.linkedin.com/in/susan-ricci-955bb032/;http://www.calpackfoods.com/about
wet-frozen-supplements,Gourmet Kitchen,"SQF-certified co-packer/contract manufacturer founded 1985; appetizers, hors d'oeuvres, entrees and ready-to-eat meals for hotels, universities, distributors",Neptune,NJ,,,Ray Walsh,Founder,,,,,,,https://www.gourmetkitcheninc.com,https://www.gourmetkitcheninc.com/co-packing-contract-food-manufacturing/;https://www.gourmetkitcheninc.com/
wet-frozen-supplements,Crystal Creamery,"Foster family-owned dairy processor (roots to 1901); bulk, private label and co-packing: milk, cultured dairy, cottage cheese, sour cream, ice cream; two processing plants",Modesto,CA,,850+,Dennis Roberts,President & CEO,,,,,,,https://crystalcreamery.com,https://crystalcreamery.com/about-us/;https://en.wikipedia.org/wiki/Crystal_Creamery;https://www.dairyfoods.com/articles/91711-crystal-creamerys-branding-strategy-is-crystal-clear
wet-frozen-supplements,Reykjavik Creamery,"Contract manufacturer of cultured dairy (Icelandic skyr, Greek yogurt, quark) founded 2016 on a 400-acre Cumberland Valley organic dairy farm",Newville,PA,,,Gunnar Birgisson,Founder,,,,,,,https://reykjavikcreamery.com,https://reykjavikcreamery.com/;https://www.inquirer.com/business/pennsylvania-icelandic-yogurt-skyr-creamery-immigration-20211121.html;https://wonnda.com/suppliers/reykjavik-creamery/
wet-frozen-supplements,SMP Nutra (Supplement Manufacturing Partner),"GMP-certified, FDA-registered supplement contract manufacturer (capsules, tablets, powders, gummies); 155,000 sq ft NY facility; announced new 100,000+ sq ft HQ in Largo FL June 2025",Deer Park,NY,,,,,,,,,,,https://smpnutra.com,https://smpnutra.com/;https://www.bbb.org/us/ny/edgewood/profile/pharmaceutical-manufacturing/supplement-manufacturing-partners-inc-0121-87147172
wet-frozen-supplements,NutraScience Labs,"Supplement contract manufacturing, packaging and fulfillment services company; subsidiary of Twinlab Consolidation Corp; distribution center in Hauppauge NY",Farmingdale,NY,,,Vincent Tricarico,COO & Executive Vice President,,,,,,,https://www.nutrasciencelabs.com,https://www.prweb.com/releases/New_Distribution_Center_for_NutraScience_Labs_Now_Open_in_Hauppauge/prweb18463188.htm;https://councils.forbes.com/profile/Vincent-Tricarico-Executive-Vice-President-for-Twinlab-Consolidation-Corporation-NutraScience-Labs-N/8be3fc3f-3a3f-45aa-9adb-c5158fb5d58e
wet-frozen-supplements,Ol' Gringo Chile Company,"Mother-and-daughter owned (Franzoy farming family, est. 1992) chile sauce/salsa/dressing manufacturer offering small-to-mid batch co-packing, hot-fill and cold-fill",Las Cruces,NM,,,Lisa Asel,Co-Owner,,,,,,,https://www.olgringos.com,https://www.olgringos.com/ourstory;https://www.olgringos.com/copacking;https://www.bbb.org/us/nm/las-cruces/profile/food-manufacturer/ol-gringo-chile-products-inc-0806-40109
wet-frozen-supplements,Sonoma Farm Co-Packing,"Small family-owned FDA-certified co-packer (est. 2005) for sauces, dressings, olive-oil products and dips; small-batch, hands-on; sister company of Sonoma Farm",Shelby,IN,,,,,,,,,,,https://sonomafarmcopacking.com,https://sonomafarmcopacking.com/about-us/;https://www.sonomafarm.com/sister-companies/
wet-frozen-supplements,Private Label Foods of Rochester,"Co-packer/private-label manufacturer of dressings, wing/BBQ sauces, marinades, mustards and pasta sauces; glass, plastic and pouch formats",Rochester,NY,,~28 (ZoomInfo),Bonnie Lavorato,CEO & President,,,,,,,https://privatelabelfoods.com,https://privatelabelfoods.com/;https://www.zoominfo.com/pic/private-label-foods/97338981;https://rocketreach.co/private-label-foods-profile_b447e016fab05a2b
wet-frozen-supplements,Max's Kitchen,"Family-owned custom foods/kettle co-packer (sauces, dressings, marinades, soups); 25,000 sq ft Modesto plant, 40,000 lbs kettle product per shift; 30+ yrs foodservice experience",Modesto,CA,,,,,,,,,,,https://maxskitchensf.com,https://maxskitchensf.com/;https://www.bizapedia.com/ca/maxs-kitchen-llc.html
wet-frozen-supplements,Gold Star Chili Manufacturing (GSR Brands),"Kettle-cook co-manufacturer (chili, soups, stews, meat fillings, sauces, gravies) run by GSR Brands, the family-rooted operator of Gold Star Chili; small-batch hot-fill",Cincinnati,OH,,,Roger David,President & CEO (GSR Brands),,,,,,,https://www.goldstarchili.com,https://franchise.goldstarchili.com/gold-star-franchise-press/gsr-brands-in-foodservice-equipment-supplies-magazine/;https://en.wikipedia.org/wiki/Gold_Star_Chili
wet-frozen-supplements,New Canaan Farms,"Family-owned (Waters family since 2022; founded 1979) small-batch jams, jellies, salsas and sauces; co-packs custom recipes from retail to industrial pack sizes",Utopia,TX,,,Lou Waters,Owner,,,,,,,https://newcanaanfarms.com,https://newcanaanfarms.com/about/;https://texasstartrading.com/product/new-canaan-jams-jellies/
wet-frozen-supplements,Consolidated Mills,"Family-owned (Vrana family since 2003) contract packager: dry and wet blending, private-label salsas, sauces, spices and beverages; small batch to large volume",Houston,TX,,,Scott Vrana,President,,,Keith Vrana,Executive Vice President,,,https://consolidatedmills.com,https://consolidatedmills.com/about-us/;https://hillviews.txst.edu/issues/2017/a-taste-of-texas-state/spice-it-up.html
wet-frozen-supplements,Creative Foodworks,"Independent family-founded (1987) co-packer of shelf-stable sauces, salsas, marinades and dressings; private-label manufacturing and custom formulation",San Antonio,TX,,,Dede Garcia,Owner,,,,,,,https://creativefw.com,https://creativefw.com/about;https://www.foodproduction.us/company-creative-foodworks-inc-in-san-antonio-tx-19947
wet-frozen-supplements,Hermann Pickle Co. (Don Hermann & Sons),"Refrigerated fermented pickle maker (founded 1967, acquired 2021 by Viancourt brothers); co-packs for Boar's Head, Dietz & Watson, Nathan's; private label for Kroger, Whole Foods, Weis",Garrettsville,OH,,,Pat Viancourt,Co-owner,,,Tim Viancourt,Co-owner,,,https://hermannpickles.com,https://www.clevescene.com/food-drink/new-ownership-of-the-don-hermann-pickle-factory-will-extend-the-iconic-ohio-brands-reach-42256074/;https://www.wkyc.com/article/life/people/mike-polk-jr/garrettsvilles-don-hermann-and-sons-pickle-company-mike-polk-jr/95-38e828c4-8901-4f85-8788-078ff5cfde99
wet-frozen-supplements,Best Formulations,"Supplement contract manufacturer founded 1984 (plant-based softgels, gummies, powders, personal care); majority stake acquired by China-based Sirio Pharma 2022",City of Industry,CA,$214.8M (VisualVisitor est.),~239 (VisualVisitor est.),Jeffrey Goh,CEO,,,Eugene C. Ung,Former CEO / executive manager,,,https://www.bestformulations.com,https://www.nutritionaloutlook.com/view/sirio-pharma-completes-best-formulations-acquisition;https://www.visualvisitor.com/companies/3230448/best_formulations;https://www.nutraceuticalsworld.com/breaking-news/sirio-pharma-to-acquire-california-based-contract-manufacturer-best-formulations/
wet-frozen-supplements,Arizona Nutritional Supplements (ANS),"Full-service cGMP supplement contract manufacturer founded 1996 (capsules, tablets, powders)",Chandler,AZ,$219.8M (Owler est. 2026),"~154-249 (ests. vary; some sources 500-1,000 across locations)",Doug Reader,President & CEO (per promotion announcement; RocketReach lists Harrison Pappas as CEO),,,,,,,https://www.aznutritional.com,https://www.owler.com/company/aznutritional;https://rocketreach.co/arizona-nutritional-supplements-ans-profile_b5d6444af42e3269;https://leadiq.com/c/arizona-nutritional-supplements-ans/5a1d82d024000024005d9dd2
wet-frozen-supplements,Grover Processing,"Co-packer of BBQ sauces, marinades, salsas, hot sauces, salad dressings and syrups; specializes in acidic products",Summerdale,AL,,,,,,,,,,,https://groverprocessing.com,https://groverprocessing.com/pages/co-packing;https://www.dnb.com/business-directory/company-profiles.grover_processing_inc.e37415e2004926a2d986db5c64db83b0.html
wet-frozen-supplements,Cpack Manufacturing (Complete Packaging & Manufacturing),"Full-service dietary supplement contract manufacturer founded 1999; FDA-registered, cGMP, USDA Organic certified; capsules, gummies, powders, softgels, liquids",Orem,UT,,,,,,,,,,,https://cpackmanufacturing.com,https://cpackmanufacturing.com/
